"","KID","CaretypeBroad","Arrange97","Exp97Tot","Hours97Tot","Arrange","Hours97","Exp97"
"1328",2109030,"External",NA,0,0,NA,NA,NA
"1329",2109031,"External",NA,0,0,NA,NA,NA
"1330",2117030,"External","Non Relative",80,18,4,18,80
"1331",2117031,"External","Non Relative",50,24,4,24,50
"1332",2117032,"External","Non Relative",180,21,4,21,180
"1333",2117033,"External","Non Relative",180,21,4,21,180
"1334",2125030,"External",NA,0,0,NA,NA,NA
"1335",2125031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1336",2125032,"External",NA,0,0,NA,NA,NA
"1337",2125034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1338",2126032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1339",2127030,"External","Non Relative",45,15,4,15,45
"1340",2127031,"External","Non Relative",45,15,4,15,45
"1341",2128032,"External","Relative",0,40,3,40,0
"1342",2128033,"External","Relative",0,40,3,40,0
"1343",2129032,"External",NA,0,0,NA,NA,NA
"1344",2129033,"External",NA,0,0,NA,NA,NA
"1345",2129035,"External",NA,0,0,NA,NA,NA
"1346",2129036,"External",NA,0,0,NA,NA,NA
"1347",2129190,"External",NA,0,0,NA,NA,NA
"1348",2137034,"External","Care Center",90,40,6,40,90
"1349",2138033,"External","Relative",70,48,3,40,0
"1350",2138176,"External",NA,0,0,NA,NA,NA
"1351",2143031,"External",NA,0,0,NA,NA,NA
"1352",2143032,"External",NA,0,0,NA,NA,NA
"1353",2150031,"External",NA,0,0,NA,NA,NA
"1354",2151038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1355",2151039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1356",2151040,"External",NA,0,0,NA,NA,NA
"1357",2151041,"External","Relative",0,4.5,3,4.5,0
"1358",2164039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1359",2164041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1360",2164042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1361",2175030,"External",NA,0,0,NA,NA,NA
"1362",2175031,"External",NA,0,0,NA,NA,NA
"1363",2175032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1364",2175033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1365",2176031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1366",2176032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1367",2177031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1368",2177032,"External",NA,0,0,NA,NA,NA
"1369",2177033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1370",2177034,"External","Care Center",105,36,6,15,60
"1371",2177035,"External",NA,0,0,NA,NA,NA
"1372",2177036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1373",2181036,"External",NA,0,0,NA,NA,NA
"1374",2181038,"External","Care Center",12,6,6,6,12
"1375",2188030,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1376",2188032,"External","Care Center",60,10,6,10,60
"1377",2191038,"External","Relative",0,NA,3,10.5,0
"1378",2191182,"External",NA,0,0,NA,NA,NA
"1379",2194185,"External","Relative",9,42,3,36,0
"1380",2195178,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1381",2195181,"External","Relative",0,40,1,40,0
"1382",2196034,"External",NA,0,0,NA,NA,NA
"1383",2196035,"External",NA,0,0,NA,NA,NA
"1384",2197031,"External",NA,0,0,NA,NA,NA
"1385",2197032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1386",2198031,"External",NA,0,0,NA,NA,NA
"1387",2198032,"External",NA,0,0,NA,NA,NA
"1388",2198033,"External",NA,0,0,NA,NA,NA
"1389",2198034,"External",NA,0,0,NA,NA,NA
"1390",2198035,"External","Care Center",100,24,6,24,100
"1391",2198036,"External","Care Center",100,24,6,24,100
"1392",2199035,"External",NA,0,0,NA,NA,NA
"1393",2199036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1394",2201030,"External","Care Center",91.25,40,6,40,91.25
"1395",2201173,"External",NA,0,0,NA,NA,NA
"1396",2205032,"External",NA,0,0,NA,NA,NA
"1397",2207030,"External",NA,0,0,NA,NA,NA
"1398",2207031,"External",NA,0,0,NA,NA,NA
"1399",2210033,"External",NA,0,0,NA,NA,NA
"1400",2210035,"External",NA,0,0,NA,NA,NA
"1401",2210180,"External",NA,0,0,NA,NA,NA
"1402",2210181,"External",NA,0,0,NA,NA,NA
"1403",2219033,"External",NA,0,0,NA,NA,NA
"1404",2219034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1405",2224030,"External",NA,0,0,NA,NA,NA
"1406",2224039,"External",NA,0,0,NA,NA,NA
"1407",2224040,"External",NA,0,0,NA,NA,NA
"1408",2224042,"External","Non Relative",225,40,2,40,225
"1409",2224044,"External","Non Relative",225,40,2,40,225
"1410",2224045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1411",2225033,"External",NA,0,0,NA,NA,NA
"1412",2225034,"External",NA,0,0,NA,NA,NA
"1413",2228030,"External",NA,0,0,NA,NA,NA
"1414",2228031,"External",NA,0,0,NA,NA,NA
"1415",2228033,"External",NA,0,0,NA,NA,NA
"1416",2228035,"External",NA,0,0,NA,NA,NA
"1417",2228036,"External","Care Center",34.6153846153846,35,6,35,34.6153846153846
"1418",2237031,"External","Non Relative",175,35,4,35,175
"1419",2237032,"External","Non Relative",300,55,2,55,300
"1420",2238031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1421",2238033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1422",2238035,"External","Care Center",21.25,5,6,5,21.25
"1423",2238036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1424",2238037,"External","Relative",70,8,3,8,70
"1425",2240031,"External",NA,0,0,NA,NA,NA
"1426",2240032,"External",NA,0,0,NA,NA,NA
"1427",2240033,"External",NA,0,0,NA,NA,NA
"1428",2240034,"External",NA,0,0,NA,NA,NA
"1429",2240175,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1430",2244031,"External",NA,0,0,NA,NA,NA
"1431",2246030,"External",NA,0,0,NA,NA,NA
"1432",2248033,"External","Relative",75,44,3,30,75
"1433",2248034,"External","Relative",75,45,3,45,75
"1434",2250041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1435",2250042,"External",NA,0,0,NA,NA,NA
"1436",2250043,"External",NA,0,0,NA,NA,NA
"1437",2250044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1438",2250045,"External","Non Relative",0,40,4,40,0
"1439",2251035,"External",NA,0,0,NA,NA,NA
"1440",2251037,"External",NA,0,0,NA,NA,NA
"1441",2251040,"External","Non Relative",50,40,4,40,50
"1442",2256175,"External",NA,0,0,NA,NA,NA
"1443",2260031,"External",NA,0,0,NA,NA,NA
"1444",2260033,"External",NA,0,0,NA,NA,NA
"1445",2260035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1446",2260036,"External",NA,0,0,NA,NA,NA
"1447",2261033,"External",NA,0,0,NA,NA,NA
"1448",2261034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1449",2271032,"External",NA,0,0,NA,NA,NA
"1450",2271034,"External","Care Center",70,30,6,30,70
"1451",2271035,"External","Care Center",11,6,6,6,11
"1452",2272033,"External","Care Center",52,40,6,40,52
"1453",2276171,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1454",2277034,"External",NA,0,0,NA,NA,NA
"1455",2277035,"External","Non Relative",60,28,4,28,60
"1456",2277183,"External",NA,0,0,NA,NA,NA
"1457",2277184,"External",NA,0,0,NA,NA,NA
"1458",2278039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1459",2278040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1460",2278041,"External",NA,0,0,NA,NA,NA
"1461",2278042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1462",2278043,"External",NA,0,0,NA,NA,NA
"1463",2280038,"External",NA,0,0,NA,NA,NA
"1464",2280039,"External",NA,0,0,NA,NA,NA
"1465",2280041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1466",2280042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1467",2280043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1468",2282178,"External","Relative",100,45,3,27,62.5
"1469",2285036,"External",NA,0,0,NA,NA,NA
"1470",2285037,"External","Care Center",45,12,6,12,45
"1471",2288033,"External",NA,0,0,NA,NA,NA
"1472",2288034,"External",NA,0,0,NA,NA,NA
"1473",2292036,"External",NA,0,0,NA,NA,NA
"1474",2297034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1475",2299033,"External",NA,0,0,NA,NA,NA
"1476",2299034,"External",NA,0,0,NA,NA,NA
"1477",2299035,"External",NA,0,0,NA,NA,NA
"1478",2299036,"External",NA,0,0,NA,NA,NA
"1479",2302043,"External",NA,0,0,NA,NA,NA
"1480",2302047,"External",NA,0,0,NA,NA,NA
"1481",2302048,"External",NA,0,0,NA,NA,NA
"1482",2302049,"External",NA,0,0,NA,NA,NA
"1483",2302050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1484",2302051,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1485",2302052,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1486",2302053,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1487",2302194,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1488",2302198,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1489",2302199,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1490",2304032,"External",NA,0,0,NA,NA,NA
"1491",2304033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1492",2311031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1493",2311032,"External",NA,0,0,NA,NA,NA
"1494",2311033,"External",NA,0,0,NA,NA,NA
"1495",2311034,"External",NA,0,0,NA,NA,NA
"1496",2311035,"External",NA,0,0,NA,NA,NA
"1497",2323032,"External","Care Center",55,40,6,40,55
"1498",2323033,"External","Care Center",95,50,6,50,95
"1499",2323034,"External","Care Center",95,50,6,50,95
"1500",2326036,"External",NA,0,0,NA,NA,NA
"1501",2326037,"External",NA,0,0,NA,NA,NA
"1502",2330031,"External","Non Relative",181.25,60,2,60,181.25
"1503",2330032,"External","Non Relative",181.25,60,2,60,181.25
"1504",2335032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1505",2341031,"External",NA,0,0,NA,NA,NA
"1506",2341032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1507",2341033,"External","Non Relative",75,40,4,40,75
"1508",2341034,"External","Non Relative",75,40,4,40,75
"1509",2352031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1510",2352032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1511",2353030,"External",NA,0,0,NA,NA,NA
"1512",2353035,"External","Non Relative",36,12,4,12,36
"1513",2354034,"External",NA,0,0,NA,NA,NA
"1514",2354035,"External",NA,0,0,NA,NA,NA
"1515",2354036,"External","Non Relative",50,17.5,4,17.5,50
"1516",2355033,"External",NA,0,0,NA,NA,NA
"1517",2355176,"External",NA,0,0,NA,NA,NA
"1518",2379031,"External",NA,0,0,NA,NA,NA
"1519",2379032,"External","Non Relative",30,6,4,6,30
"1520",2379033,"External","Care Center",50,37,6,37,50
"1521",2383173,"External",NA,0,0,NA,NA,NA
"1522",2383174,"External",NA,0,0,NA,NA,NA
"1523",2392032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1524",2392033,"External","Non Relative",50,40,4,40,50
"1525",2392034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1526",2392035,"External","Non Relative",5,40,4,40,5
"1527",2392036,"External","Non Relative",80,45,4,45,80
"1528",2392037,"External","Non Relative",80,50,4,50,80
"1529",2393030,"External",NA,0,0,NA,NA,NA
"1530",2393031,"External",NA,0,0,NA,NA,NA
"1531",2397037,"External","Care Center",0,4,6,4,0
"1532",2397038,"External","Care Center",0,4,6,4,0
"1533",2409031,"External",NA,0,0,NA,NA,NA
"1534",2409032,"External",NA,0,0,NA,NA,NA
"1535",2409033,"External",NA,0,0,NA,NA,NA
"1536",2409175,"External",NA,0,0,NA,NA,NA
"1537",2410031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1538",2410032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1539",2410033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1540",2411171,"External",NA,0,0,NA,NA,NA
"1541",2411172,"External",NA,0,0,NA,NA,NA
"1542",2411173,"External","Non Relative",60,40,4,40,60
"1543",2411174,"External","Non Relative",120,40,4,40,120
"1544",2412033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1545",2416034,"External",NA,0,0,NA,NA,NA
"1546",2416035,"External",NA,0,0,NA,NA,NA
"1547",2416036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1548",2417175,"External",NA,0,0,NA,NA,NA
"1549",2417176,"External","Care Center",115,40,6,40,115
"1550",2418034,"External",NA,0,0,NA,NA,NA
"1551",2422035,"External",NA,0,0,NA,NA,NA
"1552",2422036,"External","Before/After School Prog.",15,10,7,10,15
"1553",2427034,"External",NA,0,0,NA,NA,NA
"1554",2427035,"External",NA,0,0,NA,NA,NA
"1555",2432038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1556",2432041,"External",NA,0,0,NA,NA,NA
"1557",2432042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1558",2432044,"External","Head Start",0,28,5,28,0
"1559",2432046,"External",NA,0,0,NA,NA,NA
"1560",2432047,"External","Non Relative",75,35,4,35,75
"1561",2432048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1562",2432052,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1563",2432053,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1564",2432054,"External","Non Relative",75,35,4,35,75
"1565",2432055,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1566",2432187,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1567",2434031,"External","Relative",0,40,3,40,0
"1568",2434032,"External","Relative",0,40,1,40,0
"1569",2435031,"External",NA,0,0,NA,NA,NA
"1570",2435032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1571",2435034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1572",2435035,"External","Non Relative",160,32,4,32,160
"1573",2435036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1574",2436036,"External",NA,0,0,NA,NA,NA
"1575",2436037,"External",NA,0,0,NA,NA,NA
"1576",2441031,"External",NA,0,0,NA,NA,NA
"1577",2441032,"External",NA,0,0,NA,NA,NA
"1578",2441034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1579",2441035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1580",2441037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1581",2443030,"External","Relative",0,15,3,15,0
"1582",2443031,"External","Relative",0,15,3,15,0
"1583",2443033,"External","Care Center",17.5,12,6,12,17.5
"1584",2443179,"External",NA,0,0,NA,NA,NA
"1585",2461031,"External","Non Relative",32.5,13,4,13,32.5
"1586",2461032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1587",2461033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1588",2461173,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1589",2464032,"External","Non Relative",130,40,4,40,130
"1590",2468030,"External",NA,0,0,NA,NA,NA
"1591",2468031,"External","Relative",40,40,3,40,40
"1592",2469032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1593",2473030,"External",NA,0,0,NA,NA,NA
"1594",2473032,"External",NA,0,0,NA,NA,NA
"1595",2474034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1596",2478031,"External",NA,0,0,NA,NA,NA
"1597",2478032,"External",NA,0,0,NA,NA,NA
"1598",2485032,"External",NA,0,0,NA,NA,NA
"1599",2485034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1600",2485035,"External",NA,0,0,NA,NA,NA
"1601",2485036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1602",2486034,"External","Care Center",72,40,6,40,72
"1603",2490034,"External","Relative",0,43,1,43,0
"1604",2492030,"External",NA,0,0,NA,NA,NA
"1605",2501031,"External",NA,0,0,NA,NA,NA
"1606",2501032,"External","Non Relative",65,40,4,40,65
"1607",2501033,"External",NA,0,0,NA,NA,NA
"1608",2501034,"External","Non Relative",50,40,4,40,50
"1609",2502033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1610",2502035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1611",2502036,"External","Non Relative",40,9,4,9,40
"1612",2502037,"External","Non Relative",45,9,4,9,45
"1613",2506178,"External",NA,0,0,NA,NA,NA
"1614",2509035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1615",2509036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1616",2509037,"External",NA,0,0,NA,NA,NA
"1617",2509038,"External","Before/After School Prog.",33,5,7,5,33
"1618",2509039,"External",NA,0,0,NA,NA,NA
"1619",2509040,"External","Before/After School Prog.",33,13,7,13,33
"1620",2509041,"External",NA,0,0,NA,NA,NA
"1621",2509042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1622",2509043,"External",NA,0,0,NA,NA,NA
"1623",2510033,"External","Relative",120,45,3,45,120
"1624",2510034,"External","Non Relative",100,30,4,30,100
"1625",2510035,"External","Relative",120,45,3,45,120
"1626",2510036,"External","Non Relative",100,30,4,30,100
"1627",2515038,"External",NA,0,0,NA,NA,NA
"1628",2515040,"External","Non Relative",50,25,4,25,50
"1629",2515041,"External",NA,0,0,NA,NA,NA
"1630",2516031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1631",2516032,"External",NA,0,0,NA,NA,NA
"1632",2516033,"External","Care Center",9998,9,6,9,9998
"1633",2518033,"External",NA,0,0,NA,NA,NA
"1634",2518176,"External","Care Center",50,40,6,40,50
"1635",2524030,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1636",2524031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1637",2525030,"External","Care Center",95,24,6,24,95
"1638",2525177,"External","Care Center",21.25,5,6,5,21.25
"1639",2526033,"External",NA,0,0,NA,NA,NA
"1640",2526034,"External",NA,0,0,NA,NA,NA
"1641",2526035,"External","Non Relative",0,9,4,9,0
"1642",2529031,"External","Relative",0,8,3,8,0
"1643",2530037,"External",NA,0,0,NA,NA,NA
"1644",2530038,"External","Relative",NA,30,1,30,NA
"1645",2530186,"External",NA,0,0,NA,NA,NA
"1646",2532031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1647",2532032,"External",NA,0,0,NA,NA,NA
"1648",2538031,"External",NA,0,0,NA,NA,NA
"1649",2539034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1650",2540032,"External","Care Center",50,25,6,25,50
"1651",2540171,"External",NA,0,0,NA,NA,NA
"1652",2545033,"External",NA,0,0,NA,NA,NA
"1653",2545034,"External",NA,0,0,NA,NA,NA
"1654",2557032,"External","Care Center",70,8,6,8,70
"1655",2557033,"External","Care Center",20,8,6,8,20
"1656",2558031,"External","Care Center",103,45,6,45,103
"1657",2558171,"External",NA,0,0,NA,NA,NA
"1658",2566038,"External","Non Relative",20,8,4,5,20
"1659",2566039,"External","Non Relative",80,50,4,40,80
"1660",2569037,"External",NA,0,0,NA,NA,NA
"1661",2569038,"External","Care Center",16.25,67,6,32,16.25
"1662",2576033,"External",NA,0,0,NA,NA,NA
"1663",2576034,"External","Relative",0,25,1,25,0
"1664",2577030,"External","Relative",75,38.5,3,38.5,75
"1665",2577031,"External","Relative",75,45,3,45,75
"1666",2578180,"External","Non Relative",60,40,4,40,60
"1667",2586032,"External",NA,0,0,NA,NA,NA
"1668",2586034,"External",NA,0,0,NA,NA,NA
"1669",2586035,"External","Non Relative",26,8,4,8,26
"1670",2590040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1671",2590041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1672",2590042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1673",2590043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"1674",2591035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
